checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment,Installment,Other debtors / guarantors,residence,Property,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone
1,0.7547634097761486,2,0,-0.4831977618119501,3,2,0.9184771676276685,2,1.0469866784197936,1,1,1,-0.7049259983890862,0,-0.4282895663715403,1
0,1.2525737273156552,1,2,0.896295840259052,3,0,0.024146916773074168,2,1.0469866784197936,0,1,1,1.0270789116578085,1,-0.4282895663715403,1
3,-1.2364778603818776,3,5,-0.6125695924275503,2,0,0.9184771676276685,2,-0.7659772668958666,1,1,1,-0.7049259983890862,1,-0.4282895663715403,0
2,0.2569530922366421,0,1,-0.7366247724699065,3,4,-1.7645135849361147,0,1.0469866784197936,3,1,2,1.0270789116578085,2,-0.4282895663715403,0
3,0.2569530922366421,2,0,0.2097390295674972,3,0,-1.7645135849361147,2,-0.7659772668958666,3,1,0,-0.7049259983890862,1,-0.4282895663715403,0
3,-1.4024146328950464,3,5,-0.9464552484272635,3,3,-1.7645135849361147,2,0.1405047057619635,1,1,2,-0.7049259983890862,3,2.3348689263480744,0
2,-0.738667542842371,3,3,-0.896833176410321,0,4,0.9184771676276685,2,0.1405047057619635,2,1,1,-0.7049259983890862,1,-0.4282895663715403,0
3,0.2569530922366421,3,7,-0.34992705410930447,3,1,0.9184771676276685,2,-0.7659772668958666,0,1,1,-0.7049259983890862,1,-0.4282895663715403,1
2,-1.2364778603818776,3,5,-1.0077739517053426,3,2,-0.8701833340815202,2,-1.6724592395536968,2,0,1,-0.7049259983890862,1,-0.4282895663715403,1
2,-0.07492045278969563,1,1,-0.36729477931523435,3,0,0.9184771676276685,1,-0.7659772668958666,2,0,2,1.0270789116578085,1,-0.4282895663715403,0
2,-0.8216359290989554,1,1,0.236676725805266,3,0,-1.7645135849361147,2,-0.7659772668958666,1,1,1,1.0270789116578085,3,2.3348689263480744,0
3,-0.738667542842371,1,0,-0.7114592930898858,4,2,0.9184771676276685,2,1.0469866784197936,3,1,2,-0.7049259983890862,3,-0.4282895663715403,0
0,0.2569530922366421,1,7,-0.728472574924266,0,3,0.9184771676276685,2,1.0469866784197936,3,0,1,1.0270789116578085,1,2.3348689263480744,0
0,-0.2408572253028645,1,7,-0.7181937171493279,3,0,0.9184771676276685,2,-0.7659772668958666,0,1,1,-0.7049259983890862,1,-0.4282895663715403,0
3,2.2481943623946683,2,7,1.4059854085473615,4,2,0.024146916773074168,2,0.1405047057619635,0,0,1,1.0270789116578085,1,2.3348689263480744,0
0,-0.738667542842371,3,5,-0.09012006276345544,3,3,0.024146916773074168,2,-1.6724592395536968,1,1,2,-0.7049259983890862,0,-0.4282895663715403,0
0,-0.738667542842371,3,5,-0.18050312250860073,4,2,-1.7645135849361147,2,-0.7659772668958666,2,0,1,-0.7049259983890862,1,-0.4282895663715403,1
3,0.2569530922366421,3,7,-0.6161140261430461,3,3,0.9184771676276685,2,0.1405047057619635,0,2,1,-0.7049259983890862,1,-0.4282895663715403,1
0,1.2525737273156552,2,0,2.3342725986357364,0,1,-1.7645135849361147,2,0.1405047057619635,2,1,1,1.0270789116578085,3,2.3348689263480744,1
3,-0.9046043153555399,3,5,-0.3761558636039741,3,0,-0.8701833340815202,2,-0.7659772668958666,1,0,2,-0.7049259983890862,3,-0.4282895663715403,0
0,-0.2408572253028645,1,0,0.1129759891344593,3,4,0.024146916773074168,2,0.1405047057619635,0,1,1,2.7590838217047033,2,2.3348689263480744,1
1,-0.2408572253028645,3,1,-0.46441226311982187,3,2,0.024146916773074168,2,-0.7659772668958666,0,1,1,-0.7049259983890862,0,-0.4282895663715403,0
0,1.2525737273156552,3,1,3.9154444791184546,3,2,0.9184771676276685,2,-0.7659772668958666,3,1,0,-0.7049259983890862,0,-0.4282895663715403,1
0,-0.8216359290989554,2,7,0.5315736109345244,3,1,-0.8701833340815202,2,1.0469866784197936,2,1,1,-0.7049259983890862,1,-0.4282895663715403,0
3,-1.2364778603818776,3,7,-0.9758740482658794,3,0,0.024146916773074168,2,-1.6724592395536968,1,1,1,-0.7049259983890862,1,-0.4282895663715403,0
0,-0.738667542842371,3,7,-0.6040629515103602,3,0,-1.7645135849361147,2,-1.6724592395536968,0,1,1,-0.7049259983890862,1,-0.4282895663715403,1
0,2.2481943623946683,3,7,0.2508544606672496,4,1,0.9184771676276685,2,-1.6724592395536968,0,1,1,1.0270789116578085,1,2.3348689263480744,1
2,0.5058582510063954,4,0,0.7165930508834101,3,4,-0.8701833340815202,2,1.0469866784197936,2,2,1,1.0270789116578085,1,-0.4282895663715403,1
2,0.2569530922366421,3,2,-0.1280455035192615,3,1,-0.8701833340815202,2,-1.6724592395536968,3,1,0,-0.7049259983890862,0,-0.4282895663715403,1
2,2.2481943623946683,3,4,1.4903429309761638,3,1,0.9184771676276685,2,-1.6724592395536968,3,1,0,-0.7049259983890862,0,-0.4282895663715403,1
0,1.2525737273156552,3,2,2.1715830910944747,3,3,-1.7645135849361147,2,1.0469866784197936,0,1,2,-0.7049259983890862,0,-0.4282895663715403,1
1,-0.2408572253028645,3,7,-0.41514463447442895,3,0,0.9184771676276685,0,-0.7659772668958666,1,2,1,-0.7049259983890862,1,-0.4282895663715403,0
3,-0.8216359290989554,3,0,-0.4002580128693462,2,2,-1.7645135849361147,2,-0.7659772668958666,1,1,1,-0.7049259983890862,1,-0.4282895663715403,1
2,1.2525737273156552,1,5,-0.32724267833013077,3,0,0.024146916773074168,2,-0.7659772668958666,2,1,1,1.0270789116578085,1,-0.4282895663715403,1
3,-1.2364778603818776,3,5,0.4748626714865901,3,3,-1.7645135849361147,2,1.0469866784197936,2,1,1,-0.7049259983890862,1,-0.4282895663715403,0
3,-0.738667542842371,1,5,-0.6625461078160424,1,1,0.024146916773074168,2,1.0469866784197936,0,1,2,-0.7049259983890862,1,-0.4282895663715403,1
3,-1.2364778603818776,1,5,-0.726700358066518,4,0,-1.7645135849361147,2,-0.7659772668958666,2,1,1,1.0270789116578085,1,-0.4282895663715403,0
3,0.2569530922366421,3,1,-0.7167759436631296,3,3,0.9184771676276685,2,-0.7659772668958666,1,1,1,-0.7049259983890862,1,-0.4282895663715403,0
3,2.2481943623946683,1,4,1.0061732854394247,3,0,-1.7645135849361147,2,0.1405047057619635,3,0,0,-0.7049259983890862,1,-0.4282895663715403,1
0,-0.2408572253028645,1,1,-0.7851835143722004,3,2,0.024146916773074168,1,0.1405047057619635,1,0,1,1.0270789116578085,1,-0.4282895663715403,0
3,1.2525737273156552,3,4,2.0500090146529657,4,0,-0.8701833340815202,2,1.0469866784197936,3,1,0,-0.7049259983890862,3,2.3348689263480744,1
3,-1.2364778603818776,3,5,-0.10394335425388943,1,0,-1.7645135849361147,2,-0.7659772668958666,0,1,1,-0.7049259983890862,1,-0.4282895663715403,1
3,-0.738667542842371,3,7,-0.8454388875356305,4,0,0.9184771676276685,2,-0.7659772668958666,0,1,1,-0.7049259983890862,1,-0.4282895663715403,0
2,-0.738667542842371,3,1,-0.8404766803339363,4,0,0.9184771676276685,2,-0.7659772668958666,0,1,1,-0.7049259983890862,1,-0.4282895663715403,0
3,-0.738667542842371,1,7,-0.7199659340070759,4,2,0.9184771676276685,2,-0.7659772668958666,1,1,1,1.0270789116578085,1,-0.4282895663715403,1
2,-0.738667542842371,1,1,-0.407346880300338,3,0,0.024146916773074168,2,-0.7659772668958666,1,1,2,1.0270789116578085,3,2.3348689263480744,0
2,-0.4897623840726178,3,7,-0.7862468444868491,3,3,0.9184771676276685,2,-0.7659772668958666,1,1,1,-0.7049259983890862,1,-0.4282895663715403,0
2,-0.738667542842371,3,7,-0.5640108505252565,1,2,0.024146916773074168,2,-1.6724592395536968,1,1,1,-0.7049259983890862,1,-0.4282895663715403,0
3,-0.4897623840726178,1,5,0.025428476361710712,3,0,0.9184771676276685,2,-0.7659772668958666,3,1,0,-0.7049259983890862,1,-0.4282895663715403,1
1,-1.2364778603818776,3,5,-0.4094735405296355,3,0,-0.8701833340815202,2,-0.7659772668958666,1,1,1,-0.7049259983890862,1,-0.4282895663715403,1
2,-1.2364778603818776,3,3,-1.0379016382870576,3,3,0.9184771676276685,2,-1.6724592395536968,1,1,1,-0.7049259983890862,1,-0.4282895663715403,0
2,2.2481943623946683,4,2,0.4727360112572926,3,2,0.024146916773074168,2,1.0469866784197936,3,1,0,1.0270789116578085,1,2.3348689263480744,0
3,0.7547634097761486,1,7,0.4461527583910734,3,1,0.9184771676276685,2,1.0469866784197936,0,1,2,-0.7049259983890862,0,-0.4282895663715403,1
2,2.2481943623946683,3,3,-0.0780689881307694,3,0,0.024146916773074168,2,1.0469866784197936,0,1,1,-0.7049259983890862,1,-0.4282895663715403,0
0,0.2569530922366421,3,7,-0.46228560289052434,3,2,0.9184771676276685,2,1.0469866784197936,0,1,1,-0.7049259983890862,1,-0.4282895663715403,1
0,1.2525737273156552,3,4,0.15586363709195963,4,0,-0.8701833340815202,2,-0.7659772668958666,0,1,1,-0.7049259983890862,1,-0.4282895663715403,0
0,1.999289203624915,1,7,0.5227125266457847,3,3,0.9184771676276685,2,-0.7659772668958666,2,1,1,1.0270789116578085,3,-0.4282895663715403,0
3,-0.738667542842371,3,1,0.09064605672683516,4,3,-0.8701833340815202,2,0.1405047057619635,2,1,1,-0.7049259983890862,0,2.3348689263480744,1
0,0.2569530922366421,0,4,-0.508363241191971,3,1,0.9184771676276685,2,1.0469866784197936,3,0,0,-0.7049259983890862,3,-0.4282895663715403,0
0,1.7503840448551617,0,2,2.1308221033662718,3,4,-1.7645135849361147,2,-0.7659772668958666,3,0,0,-0.7049259983890862,0,-0.4282895663715403,1
3,0.2569530922366421,3,2,2.1286954431369742,4,0,-0.8701833340815202,2,1.0469866784197936,3,1,0,-0.7049259983890862,1,-0.4282895663715403,1
3,0.008047933466888799,1,5,-0.34850928062310615,3,3,0.9184771676276685,2,1.0469866784197936,2,1,1,-0.7049259983890862,1,-0.4282895663715403,1
0,-0.738667542842371,1,1,-0.45236118848713586,0,3,0.9184771676276685,2,-1.6724592395536968,0,1,1,-0.7049259983890862,1,-0.4282895663715403,0
0,-1.1535094741252931,3,7,-0.33397710238957296,3,3,-1.7645135849361147,1,-1.6724592395536968,1,1,1,-0.7049259983890862,1,-0.4282895663715403,0
3,-0.9875727016121243,1,1,-0.7256370279518692,3,0,0.024146916773074168,2,-1.6724592395536968,1,1,1,1.0270789116578085,1,-0.4282895663715403,0
0,-0.2408572253028645,3,1,-0.7901457215738945,4,0,0.9184771676276685,2,-0.7659772668958666,2,1,1,-0.7049259983890862,1,-0.4282895663715403,0
3,0.2569530922366421,3,1,0.17216803218324073,3,2,0.9184771676276685,0,1.0469866784197936,3,1,0,-0.7049259983890862,1,-0.4282895663715403,1
3,-1.2364778603818776,1,7,-0.6696349752470342,3,0,-1.7645135849361147,2,-1.6724592395536968,0,1,1,1.0270789116578085,1,-0.4282895663715403,1
0,-0.738667542842371,1,1,-0.8199189647840601,3,1,-0.8701833340815202,2,0.1405047057619635,1,1,1,1.0270789116578085,3,2.3348689263480744,0
2,1.2525737273156552,2,0,-0.39919468275469744,3,1,-0.8701833340815202,2,-1.6724592395536968,0,1,1,1.0270789116578085,1,-0.4282895663715403,1
0,-1.2364778603818776,3,7,-1.0290405539983178,4,2,0.9184771676276685,2,1.0469866784197936,2,1,1,-0.7049259983890862,1,-0.4282895663715403,0
0,-0.4897623840726178,1,0,-0.3350404325042217,1,0,-0.8701833340815202,2,1.0469866784197936,0,0,1,-0.7049259983890862,1,-0.4282895663715403,0
3,-0.6556991565857866,3,7,-0.6600650042151952,0,4,-0.8701833340815202,2,1.0469866784197936,1,1,1,-0.7049259983890862,1,-0.4282895663715403,0
3,-0.2408572253028645,1,4,-0.49879327016013203,0,0,0.9184771676276685,2,-0.7659772668958666,1,1,1,1.0270789116578085,1,-0.4282895663715403,0
3,0.2569530922366421,1,5,-0.5976829708224675,3,1,0.9184771676276685,2,0.1405047057619635,2,1,1,1.0270789116578085,1,-0.4282895663715403,0
3,1.2525737273156552,3,1,-0.06814457372738089,4,0,0.9184771676276685,2,1.0469866784197936,1,1,1,-0.7049259983890862,1,-0.4282895663715403,0
3,1.2525737273156552,2,5,1.5619404920291808,1,1,-0.8701833340815202,2,1.0469866784197936,0,1,1,1.0270789116578085,1,-0.4282895663715403,1
2,1.2525737273156552,3,1,-0.007889200563950694,3,1,-0.8701833340815202,2,1.0469866784197936,3,0,0,-0.7049259983890862,0,2.3348689263480744,1
3,-0.738667542842371,1,5,-0.4736277907801112,3,2,0.9184771676276685,2,1.0469866784197936,1,1,1,2.7590838217047033,1,-0.4282895663715403,1
